"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2021","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PECANS","PECANS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","2.06",""
"SURVEY","2021","MARKETING YEAR","","STATE","HAWAII","15","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,250",""
"SURVEY","2021","MARKETING YEAR","","STATE","HAWAII","15","","","","","","","00000000","","COFFEE","COFFEE - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","12.8",""
"SURVEY","2021","MARKETING YEAR","","STATE","HAWAII","15","","","","","","","00000000","","MACADAMIAS","MACADAMIAS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.23",""
"SURVEY","2021","MARKETING YEAR","","STATE","HAWAII","15","","","","","","","00000000","","PAPAYAS","PAPAYAS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.686",""
"SURVEY","2021","MARKETING YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CRANBERRIES","CRANBERRIES - PRICE RECEIVED, MEASURED IN $ / BARREL","TOTAL","NOT SPECIFIED","37.7",""
"SURVEY","2021","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","APPLES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.325",""
"SURVEY","2021","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","PEACHES","PEACHES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,340",""
"SURVEY","2021","MARKETING YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CRANBERRIES","CRANBERRIES - PRICE RECEIVED, MEASURED IN $ / BARREL","TOTAL","NOT SPECIFIED","39.6",""
"SURVEY","2021","MARKETING YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","PEACHES","PEACHES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,610",""
"SURVEY","2021","MARKETING YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PECANS","PECANS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","2.4",""
"SURVEY","2021","MARKETING YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","APPLES","APPLES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.259",""
"SURVEY","2021","MARKETING YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","PECANS","PECANS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.55",""
"SURVEY","2021","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","APPLES","APPLES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.432",""
"SURVEY","2021","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","CRANBERRIES","CRANBERRIES - PRICE RECEIVED, MEASURED IN $ / BARREL","TOTAL","NOT SPECIFIED","37.1",""
"SURVEY","2021","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","HAZELNUTS","HAZELNUTS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,160",""
"SURVEY","2021","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","PEARS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","518",""
"SURVEY","2021","MARKETING YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2021","MARKETING YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","PEACHES","PEACHES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2021","MARKETING YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","PEARS","PEARS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2021","MARKETING YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","RASPBERRIES","RASPBERRIES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2021","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","APPLES","APPLES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.233",""
"SURVEY","2021","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","PEACHES","PEACHES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,360",""
"SURVEY","2021","MARKETING YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","PEACHES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,460",""
"SURVEY","2021","MARKETING YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PECANS","PECANS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.93",""
"SURVEY","2021","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","APPLES","APPLES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.26",""
"SURVEY","2021","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","APPLES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.337",""
"SURVEY","2021","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APRICOTS","APRICOTS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","866",""
"SURVEY","2021","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEACHES","PEACHES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","816",""
"SURVEY","2021","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","PEARS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","535",""
"SURVEY","2021","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","RASPBERRIES","RASPBERRIES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","2.28",""
"SURVEY","2021","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CRANBERRIES","CRANBERRIES - PRICE RECEIVED, MEASURED IN $ / BARREL","TOTAL","NOT SPECIFIED","39.7",""
"SURVEY","2020","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","DATES","DATES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","5,720",""
"SURVEY","2020","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","PECANS","PECANS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.75",""
"SURVEY","2020","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ALMONDS","ALMONDS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.71",""
"SURVEY","2020","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","APPLES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.245",""
"SURVEY","2020","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APRICOTS","APRICOTS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","964",""
"SURVEY","2020","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,190",""
"SURVEY","2020","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","DATES","DATES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,320",""
"SURVEY","2020","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","GRAPES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,500",""
"SURVEY","2020","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","KIWIFRUIT - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,920",""
"SURVEY","2020","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","NECTARINES","NECTARINES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,000",""
"SURVEY","2020","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","OLIVES","OLIVES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","865",""
"SURVEY","2020","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEACHES","PEACHES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","731",""
"SURVEY","2020","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","PEARS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","596",""
"SURVEY","2020","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PISTACHIOS","PISTACHIOS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","2.51",""
"SURVEY","2020","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","RASPBERRIES","RASPBERRIES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","2.56",""
"SURVEY","2020","MARKETING YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEACHES","PEACHES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,820",""
"SURVEY","2020","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","799",""
"SURVEY","2020","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PEACHES","PEACHES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,360",""
"SURVEY","2020","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PECANS","PECANS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.27",""
"SURVEY","2020","MARKETING YEAR","","STATE","HAWAII","15","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,370",""
"SURVEY","2020","MARKETING YEAR","","STATE","HAWAII","15","","","","","","","00000000","","COFFEE","COFFEE - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","13.4",""
"SURVEY","2020","MARKETING YEAR","","STATE","HAWAII","15","","","","","","","00000000","","MACADAMIAS","MACADAMIAS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.24",""
"SURVEY","2020","MARKETING YEAR","","STATE","HAWAII","15","","","","","","","00000000","","PAPAYAS","PAPAYAS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.439",""
"SURVEY","2020","MARKETING YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CRANBERRIES","CRANBERRIES - PRICE RECEIVED, MEASURED IN $ / BARREL","TOTAL","NOT SPECIFIED","35.6",""
"SURVEY","2020","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","APPLES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.292",""
"SURVEY","2020","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","PEACHES","PEACHES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,500",""
"SURVEY","2020","MARKETING YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CRANBERRIES","CRANBERRIES - PRICE RECEIVED, MEASURED IN $ / BARREL","TOTAL","NOT SPECIFIED","39.3",""
"SURVEY","2020","MARKETING YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","PEACHES","PEACHES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,850",""
"SURVEY","2020","MARKETING YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PECANS","PECANS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.56",""
"SURVEY","2020","MARKETING YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","APPLES","APPLES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.237",""
"SURVEY","2020","MARKETING YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","PECANS","PECANS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.24",""
"SURVEY","2020","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","APPLES","APPLES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.225",""
"SURVEY","2020","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","CRANBERRIES","CRANBERRIES - PRICE RECEIVED, MEASURED IN $ / BARREL","TOTAL","NOT SPECIFIED","35.9",""
"SURVEY","2020","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","HAZELNUTS","HAZELNUTS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,100",""
"SURVEY","2020","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","PEARS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","465",""
"SURVEY","2020","MARKETING YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","PEARS","PEARS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","APPLES","APPLES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.219",""
"SURVEY","2020","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","PEACHES","PEACHES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,470",""
"SURVEY","2020","MARKETING YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","PEACHES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,500",""
"SURVEY","2020","MARKETING YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PECANS","PECANS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.52",""
"SURVEY","2020","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","APPLES","APPLES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.221",""
"SURVEY","2020","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","APPLES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.319",""
"SURVEY","2020","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APRICOTS","APRICOTS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,010",""
"SURVEY","2020","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEACHES","PEACHES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,170",""
"SURVEY","2020","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","PEARS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","508",""
"SURVEY","2020","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","RASPBERRIES","RASPBERRIES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.909",""
"SURVEY","2020","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CRANBERRIES","CRANBERRIES - PRICE RECEIVED, MEASURED IN $ / BARREL","TOTAL","NOT SPECIFIED","37.4",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","DATES","DATES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","6,590",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","PECANS","PECANS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.89",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ALMONDS","ALMONDS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","2.45",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","APPLES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.226",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APRICOTS","APRICOTS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","923",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","3,440",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","DATES","DATES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,860",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","GRAPES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,180",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","KIWIFRUIT - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,820",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","NECTARINES","NECTARINES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","980",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","OLIVES","OLIVES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","791",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEACHES","PEACHES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","598",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","PEARS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","380",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PISTACHIOS","PISTACHIOS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","2.81",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","RASPBERRIES","RASPBERRIES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","2.69",""
"SURVEY","2019","MARKETING YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEACHES","PEACHES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,300",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","928",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PEACHES","PEACHES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,120",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PECANS","PECANS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.88",""
"SURVEY","2019","MARKETING YEAR","","STATE","HAWAII","15","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,450",""
"SURVEY","2019","MARKETING YEAR","","STATE","HAWAII","15","","","","","","","00000000","","COFFEE","COFFEE - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","14.1",""
"SURVEY","2019","MARKETING YEAR","","STATE","HAWAII","15","","","","","","","00000000","","MACADAMIAS","MACADAMIAS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.2",""
"SURVEY","2019","MARKETING YEAR","","STATE","HAWAII","15","","","","","","","00000000","","PAPAYAS","PAPAYAS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.467",""
"SURVEY","2019","MARKETING YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CRANBERRIES","CRANBERRIES - PRICE RECEIVED, MEASURED IN $ / BARREL","TOTAL","NOT SPECIFIED","34.1",""
"SURVEY","2019","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","APPLES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.274",""
"SURVEY","2019","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","PEACHES","PEACHES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,110",""
"SURVEY","2019","MARKETING YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CRANBERRIES","CRANBERRIES - PRICE RECEIVED, MEASURED IN $ / BARREL","TOTAL","NOT SPECIFIED","37.8",""
