Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2022,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 5 (AK ID OR WA),0,,BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"13,300",24
SURVEY,2022,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 5 (AK ID OR WA),0,,CHERRIES,"CHERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"40,700",9.5
SURVEY,2022,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 5 (AK ID OR WA),0,,CRANBERRIES,"CRANBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"4,100",9.4
SURVEY,2022,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 5 (AK ID OR WA),0,,CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"220,660",
SURVEY,2022,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 5 (AK ID OR WA),0,,"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"33,400",
SURVEY,2022,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 5 (AK ID OR WA),0,,PEACHES & NECTARINES,"PEACHES & NECTARINES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"1,060",71.9
SURVEY,2022,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 5 (AK ID OR WA),0,,PEARS,"PEARS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"20,000",13.6
SURVEY,2022,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 5 (AK ID OR WA),0,,RASPBERRIES,"RASPBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"4,100",49.6
SURVEY,2022,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 6 & 7 (AZ CA HI),0,,ALMONDS,"ALMONDS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"1,032,700",6.3
SURVEY,2022,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 6 & 7 (AZ CA HI),0,,CHERRIES,"CHERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"27,000",11.6
SURVEY,2022,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 6 & 7 (AZ CA HI),0,,CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"1,155,800",
SURVEY,2022,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 6 & 7 (AZ CA HI),0,,"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"96,100",
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),0,,APPLES,"APPLES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"91,600",8
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),0,,BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"32,500",31.84
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),0,,CHERRIES,"CHERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"29,400",17.42
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),0,,CRANBERRIES,"CRANBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"29,500",7.32
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),0,,CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"232,850",
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),0,,"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"6,800",
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),0,,CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"23,000",25.56
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),0,,MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"4,150",19.74
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),0,,PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"8,400",20.51
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),0,,SQUASH,"SQUASH, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"7,500",26.49
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 2 (AL DE GA KY MD NC SC TN VA WV),0,,APPLES,"APPLES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"15,700",10.68
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 2 (AL DE GA KY MD NC SC TN VA WV),0,,BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"18,900",10.83
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 2 (AL DE GA KY MD NC SC TN VA WV),0,,CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"91,200",
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 2 (AL DE GA KY MD NC SC TN VA WV),0,,"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"2,900",
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 2 (AL DE GA KY MD NC SC TN VA WV),0,,CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"15,400",27.27
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 2 (AL DE GA KY MD NC SC TN VA WV),0,,MELONS,"MELONS, CANTALOUP, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"4,100",42.85
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 2 (AL DE GA KY MD NC SC TN VA WV),0,,MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"23,100",16.53
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 2 (AL DE GA KY MD NC SC TN VA WV),0,,PEACHES & NECTARINES,"PEACHES & NECTARINES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"2,300",95.66
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 2 (AL DE GA KY MD NC SC TN VA WV),0,,PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"3,200",63.1
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 2 (AL DE GA KY MD NC SC TN VA WV),0,,SQUASH,"SQUASH, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"5,600",20.57
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 3 (AR FL LA MO MS NM OK TX),0,,BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"4,300",22.79
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 3 (AR FL LA MO MS NM OK TX),0,,CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"50,500",
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 3 (AR FL LA MO MS NM OK TX),0,,"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"5,400",
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 3 (AR FL LA MO MS NM OK TX),0,,CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"4,750",44.09
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 3 (AR FL LA MO MS NM OK TX),0,,MELONS,"MELONS, CANTALOUP, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"3,300",29.23
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 3 (AR FL LA MO MS NM OK TX),0,,MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"22,600",17.3
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 3 (AR FL LA MO MS NM OK TX),0,,PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"6,000",55.94
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 3 (AR FL LA MO MS NM OK TX),0,,SQUASH,"SQUASH, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"4,150",51.09
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 4 (CO MN MT ND NV SD UT WY),0,,APPLES,"APPLES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"2,050",20.1
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 4 (CO MN MT ND NV SD UT WY),0,,CHERRIES,"CHERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"2,600",21.66
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 4 (CO MN MT ND NV SD UT WY),0,,CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"7,350",
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 4 (CO MN MT ND NV SD UT WY),0,,"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"2,700",
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 5 (AK ID OR WA),0,,APPLES,"APPLES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"115,900",10.62
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 5 (AK ID OR WA),0,,BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"14,400",17.13
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 5 (AK ID OR WA),0,,CHERRIES,"CHERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"38,600",8.16
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 5 (AK ID OR WA),0,,CRANBERRIES,"CRANBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"5,800",22.67
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 5 (AK ID OR WA),0,,CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"245,150",
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 5 (AK ID OR WA),0,,"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"30,100",
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 5 (AK ID OR WA),0,,HAY,"HAY, CLOVER, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"9,000",31.36
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 5 (AK ID OR WA),0,,MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"2,100",15.17
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 5 (AK ID OR WA),0,,PEACHES & NECTARINES,"PEACHES & NECTARINES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"2,050",24.15
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 5 (AK ID OR WA),0,,PEARS,"PEARS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"20,700",9.06
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 5 (AK ID OR WA),0,,RASPBERRIES,"RASPBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"6,500",24.89
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 6 & 7 (AZ CA HI),0,,ALMONDS,"ALMONDS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"928,600",5.53
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 6 & 7 (AZ CA HI),0,,APPLES,"APPLES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"7,100",46.84
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 6 & 7 (AZ CA HI),0,,BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"2,800",55.1
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 6 & 7 (AZ CA HI),0,,CHERRIES,"CHERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"25,900",13.98
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 6 & 7 (AZ CA HI),0,,CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"1,122,250",
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 6 & 7 (AZ CA HI),0,,"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"48,400",
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 6 & 7 (AZ CA HI),0,,CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"2,250",54.19
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 6 & 7 (AZ CA HI),0,,HAY,"HAY, ALFALFA, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"24,200",42.05
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 6 & 7 (AZ CA HI),0,,MELONS,"MELONS, CANTALOUP, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"34,400",60.81
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 6 & 7 (AZ CA HI),0,,MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"12,700",39.49
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 6 & 7 (AZ CA HI),0,,RASPBERRIES,"RASPBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"5,300",78.82
SURVEY,2017,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 6 & 7 (AZ CA HI),0,,SUNFLOWER,"SUNFLOWER, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"30,600",23.37
SURVEY,2016,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),0,,APPLES,"APPLES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"83,400",
SURVEY,2016,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),0,,BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"37,500",
SURVEY,2016,YEAR,,REGION : MULTI-STATE,,,,,,,,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),0,,CHERRIES,"CHERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS",TOTAL,NOT SPECIFIED,"26,600",
